Candidate,Party,Criminal Cases,Education,Age,Total Assets,Liabilities
Dhanapal P    ,AIADMK,0,Post Graduate,64," 75,02,272 ", 0 
Anandhan E,DMK, 14 ,8th Pass,47," 16,72,76,125 "," 4,58,42,892 "
Arumugam M,CPI,0,10th Pass,63," 36,83,178 "," 21,94,915 "
Marimuthu K K,Pattali Makkal Katchi,0,Graduate Professional,38," 5,32,000 ", 0 
Perumal C,BJP,0,Post Graduate,59," 2,77,20,367 "," 28,76,526 "
