Candidate,Party,Criminal Cases,Education,Age,Total Assets,Liabilities
Thiravidamani.m    ,DMK,0,Post Graduate,56," 1,28,72,017 ", 0 
Kalaiselvan S,AIADMK,0,10th Pass,48," 35,99,441 ", 0 
Murugesan@murugesh,Pattali Makkal Katchi,0,8th Pass,48," 3,58,000 ", 0 
Tamilmani P.,CPI(M),0,8th Pass,69," 23,47,069 "," 1,31,700 "
