Candidate,Party,Criminal Cases,Education,Age,Total Assets,Liabilities
Ramu A    ,AIADMK, 2 ,Graduate,52," 14,19,36,093 "," 33,50,027 "
Chidambaram V,DMDK,0,Literate,51," 1,46,88,100 "," 49,28,574 "
Dharmaraj.s,IND,0,Graduate,63," 46,44,502 ", 0 
Kumaran B,BJP,0,Post Graduate,56," 1,19,50,000 "," 24,00,000 "
Mubarak B M,DMK, 1 ,8th Pass,60," 4,97,13,330 "," 17,42,000 "
Senthil Kumar P,Pattali Makkal Katchi, 1 ,8th Pass,35," 2,98,100 "," 2,00,000 "
Valli.h,Gandhiya Makkal Iyakkam,0,10th Pass,42," 70,30,000 "," 8,50,000 "
