Candidate,Party,Criminal Cases,Education,Age,Total Assets,Liabilities
Alagappan Pl,Pattali Makkal Katchi,0,10th Pass,54," 70,05,000 "," 6,20,000 "
Antnoy Lawarance I,Indiya Jananayaka Katchi, 1 ,Graduate Professional,30," 18,32,763 ", 0 
Asokan Kr,AIADMK,0,Graduate,45," 3,33,42,299 "," 9,85,500 "
