Candidate,Party,Criminal Cases,Education,Age,Total Assets,Liabilities
Mathivanan U    ,DMK,0,Graduate Professional,58," 44,90,089 "," 23,35,347 "
Jamraja.k,Tamilaga Makkal Munnetra Kazhagam,0,Others,38," 10,76,150 "," 5,21,800 "
Jayaprakash.k,BSP,0,Graduate,39," 10,500 ", 0 
Kumar S,BJP,0,5th Pass,30," 9,80,000 ", 0 
Meena N.,AIADMK,0,Post Graduate,35," 16,41,572 ", 0 
Vanitha A,Pattali Makkal Katchi,0,8th Pass,36," 2,21,000 "," 18,000 "
