Candidate,Party,Criminal Cases,Education,Age,Total Assets,Liabilities
"Ambethkumar, S    ",DMK,0,10th Pass,40," 1,54,26,000 ", 0 
"Meganathan, V",AIADMK, 1 ,Graduate,55," 39,01,187 "," 2,30,000 "
Vadivelravanan,Pattali Makkal Katchi,0,10th Pass,64," 11,37,000 ", 0 
