Candidate,Party,Criminal Cases,Education,Age,Total Assets,Liabilities
"Subramanian,s.g.    ",AIADMK,0,8th Pass,54," 40,09,005 ", 0 
"Ashokkumar,s.",BSP,0,8th Pass,32," 10,10,000 "," 56,000 "
"Balakrishnan,m.",Pattali Makkal Katchi,0,12th Pass,33," 6,81,000 ", 0 
"Gnanapandithan,p.",BJP,0,8th Pass,57," 9,36,177 "," 21,700 "
"Karthikrajan,p.",SHS,0,Post Graduate,34," 2,43,000 ", 0 
"Muthuvel Nachiar,s.",Naam Tamilar Katchi,0,Graduate Professional,42," 41,95,277 "," 7,67,159 "
"Pasupathidevan,k.",AIFB,0,Illiterate,39," 12,17,503 "," 64,000 "
"Raguraman,a.r.",Marumalarchi Dravida Munnetra Kazhagam,0,Graduate Professional,44," 2,04,01,247 "," 9,72,926 "
"Srinivasan,v.",DMK,0,Graduate,38," 3,12,93,792 ", 0 
