Candidate,Party,Criminal Cases,Education,Age,Total Assets,Liabilities
S.raja    ,AIADMK,0,Post Graduate,49," 1,95,45,380 "," 31,794 "
A.c.murugesan,BJP,0,Post Graduate,57," 7,26,38,178 "," 60,00,000 "
Janaki.v,Naam Tamilar Katchi,0,Others,66," 52,85,622 "," 2,25,027 "
Murthy Kamarajar.m,Youth And Students Party,0,Others,31," 10,526 ", 0 
P.kannan,Pattali Makkal Katchi,0,Illiterate,53," 1,24,24,370 ", 0 
Saravanan.k,Kongunadu Makkal Desia Katchi,0,Graduate,38," 10,32,500 "," 5,40,000 "
T.k.rajeswaran,INC,0,Graduate Professional,70," 5,39,03,403 "," 7,63,000 "
Tamilselvi.v,IND,0,Not Given,41," 3,00,000 ", 0 
Tharani Selvan.a,IND,0,Graduate,35," 3,60,000 "," 50,000 "
