Candidate,Party,Criminal Cases,Education,Age,Total Assets,Liabilities
"Ramachandaran, S    ",AIADMK,0,12th Pass,58," 2,18,62,125 "," 24,22,934 "
"Babu Murugavel, R.m",DMDK,0,Graduate Professional,40," 1,01,23,084 "," 15,88,000 "
"Babu, S",DMK,0,Post Graduate,27," 3,95,71,095 "," 2,44,57,831 "
"Rajasekar, S",Pattali Makkal Katchi,0,12th Pass,38," 15,15,750 ", 0 
