Candidate,Party,Criminal Cases,Education,Age,Total Assets,Liabilities
"Kanagaraj, R.    ",AIADMK,0,8th Pass,64," 3,09,65,632 "," 9,43,500 "
"Abdul Hakkem, P.",BSP,0,5th Pass,59," 22,60,000 ", 0 
"Ganesan, P.k.",Pattali Makkal Katchi, 1 ,10th Pass,57," 50,36,844 ", 0 
Lakshmanan G.,IND,0,8th Pass,45," 47,69,614 ", 0 
"Manoharan, V.m.c.",INC,0,8th Pass,52," 1,12,68,917 "," 1,85,691 "
Pon Manoharan,SP,0,8th Pass,35," 5,49,851 ", 0 
"Premier Selvam Alias Kalichamy, M.",Kongunadu Makkal Desia Katchi,0,12th Pass,47," 15,70,55,808 "," 2,00,00,000 "
S.d.mandharasalam,BJP,0,12th Pass,49," 4,51,55,072 "," 70,60,000 "
"Thinakaran, K.",DMDK, 1 ,Graduate,38," 1,99,34,048 "," 21,700 "
