Candidate,Party,Criminal Cases,Education,Age,Total Assets,Liabilities
Narasimhan P M    ,AIADMK,0,Post Graduate,66," 2,58,50,980 ", 0 
Chakravarthy. M,BJP,0,Graduate,63," 6,95,95,062 "," 2,39,28,900 "
Jaibaskaran S,BSP,0,12th Pass,35," 4,90,500 ", 0 
Prabu S,Naam Tamilar Katchi,0,12th Pass,30," 1,39,127 "," 7,46,912 "
Vaithilingam A,Pattali Makkal Katchi, 1 ,Others,46," 19,56,67,828 "," 2,09,28,729 "
