Candidate,Party,Criminal Cases,Education,Age,Total Assets,Liabilities
Ganesan V    ,DMK,0,Post Graduate,57," 6,52,49,220 "," 5,07,78,509 "
Archunan E,Pattali Makkal Katchi,0,Others,42," 20,78,980 ", 0 
Ayyasamy P,AIADMK,0,Graduate Professional,44," 63,99,805 "," 11,09,036 "
Kalaiyarasan J,Indiya Jananayaka Katchi,0,Graduate,35," 8,35,000 ", 0 
Kolanji,BSP,0,5th Pass,48," 2,25,500 ", 0 
Sasi Kumar S,DMDK, 2 ,Post Graduate,38," 21,69,215 "," 12,65,455 "
Umaithurai T,Naam Tamilar Katchi,0,Graduate,43," 7,79,000 ", 0 
