Candidate,Party,Criminal Cases,Education,Age,Total Assets,Liabilities
Rajaa.t.r.b    ,DMK,0,Post Graduate,39," 33,21,70,099 "," 14,78,13,770 "
Balasubramaniyan,Pattali Makkal Katchi, 1 ,8th Pass,48," 2,32,458 ", 0 
Murugaiyan Babu,DMDK,0,Graduate Professional,37," 86,50,000 "," 6,50,000 "
Raja. S,IND,0,12th Pass,54," 64,25,000 ", 0 
S. Kamaraj,AIADMK,0,Post Graduate,50," 18,35,36,877 "," 46,29,140 "
Sivakumar,BJP, 1 ,Graduate,43," 99,54,900 "," 17,03,619 "
