Candidate,Party,Criminal Cases,Education,Age,Total Assets,Liabilities
Chakrapani M    ,AIADMK,0,Graduate,62," 57,71,288 ", 0 
Elamurugan V,IND,0,Graduate Professional,39," 13,13,488 ", 0 
Kannabiran V,BSP,0,Literate,32," 2,65,000 ", 0 
Latchoumy M,Naam Tamilar Katchi,0,12th Pass,34," 2,05,500 ", 0 
M.p. Sankar,Pattali Makkal Katchi,0,Graduate,41," 21,70,000 "," 7,71,400 "
Mydili R,DMK,0,Post Graduate,44," 1,02,40,096 "," 7,31,000 "
Ravikumar D,Viduthalai Chiruthaigal Katchi,0,Post Graduate,55," 46,65,081 "," 11,20,344 "
Selvakumari E,IND,0,12th Pass,36," 13,13,488 ", 0 
Thiruselvakumar D,BJP,0,Post Graduate,37," 21,08,858 "," 6,40,000 "
