Candidate,Party,Criminal Cases,Education,Age,Total Assets,Liabilities
Kathirkamu.k    ,AIADMK,0,Post Graduate,58," 3,76,32,162 "," 64,56,500 "
Anbazhagan,DMK,0,Graduate Professional,47," 46,19,531 "," 14,81,165 "
Chellam.k,BJP,0,10th Pass,60," 70,37,000 "," 13,00,000 "
