Candidate,Party,Criminal Cases,Education,Age,Total Assets,Liabilities
Pitchandi K    ,DMK, 2 ,Post Graduate,62," 3,81,44,965 "," 19,58,916 "
Ethirolimaniyan,Pattali Makkal Katchi, 1 ,Post Graduate,53," 72,91,442 "," 3,65,740 "
Selvamani,AIADMK,0,Graduate,54," 48,10,605 "," 57,500 "
Subbarayan M,BJP,0,Graduate Professional,50," 49,49,200 "," 4,00,000 "
