Candidate,Party,Criminal Cases,Education,Age,Total Assets,Liabilities
Geetha Jeevan P    ,DMK, 1 ,Post Graduate,45," 7,55,65,347 "," 1,03,24,248 "
Fatima,Marumalarchi Dravida Munnetra Kazhagam, 2 ,Post Graduate,64," 2,01,09,882 "," 9,39,001 "
Kanagaraj.m.r.,BJP, 1 ,10th Pass,56," 54,000 ", 0 
