Candidate,Party,Criminal Cases,Education,Age,Total Assets,Liabilities
Baskaran G    ,AIADMK,0,10th Pass,65," 91,85,316 "," 25,53,277 "
Kottai Kumar Rama,Naam Tamilar Katchi,0,Graduate,42," 2,62,89,037 "," 7,00,000 "
Rajasekaran N,Pattali Makkal Katchi,0,10th Pass,36," 40,16,500 "," 4,20,000 "
Sathianathan M,DMK, 9 ,Literate,59," 3,73,40,487 "," 2,30,10,258 "
Vellakkannu,Ezhuchi Tamilargal Munnetra Kazhagam,0,5th Pass,35," 1,00,000 ", 0 
