Candidate,Party,Criminal Cases,Education,Age,Total Assets,Liabilities
Mohan K    ,AIADMK,0,12th Pass,58," 2,72,53,485 "," 1,40,000 "
Bhaskaran.b,BJP,0,Graduate,55," 6,88,43,350 "," 23,50,000 "
Dr. Vishnuprasad M K,INC, 1 ,Graduate Professional,43," 17,40,26,898 "," 2,18,01,508 "
Sarvanan P,DMDK,0,Post Graduate,42," 31,95,033 "," 1,00,000 "
Srinivasan G,Pattali Makkal Katchi, 1 ,10th Pass,47," 60,67,250 "," 1,75,000 "
