Candidate,Party,Criminal Cases,Education,Age,Total Assets,Liabilities
Thaniyarasu U    ,AIADMK, 6 ,Post Graduate,49," 68,28,271 ", 0 
Gopi P,INC,0,8th Pass,41," 3,65,27,567 ", 0 
Kavinraja S,IND,0,Graduate,26," 18,22,230 ", 0 
Muthuvenkateshwaran K G,DMDK,0,12th Pass,36," 17,43,11,932 "," 27,87,500 "
