Candidate,Party,Criminal Cases,Education,Age,Total Assets,Liabilities
Ravi S    ,AIADMK,0,Graduate Professional,52," 19,85,091 "," 10,38,701 "
Arpudham R.,Pattali Makkal Katchi,0,Illiterate,44," 1,75,000 ", 0 
C.vijayan,BJP,0,Graduate,45," 19,76,000 ", 0 
Elayaprabu K,Peoples Party of India(secular),0,12th Pass,34," 10,000 ", 0 
Maran P,LJP,0,12th Pass,36," 4,81,953 ", 0 
Rajkumar N,DMK,0,10th Pass,50," 59,75,956 "," 2,71,674 "
Sudhakar P,BSP,0,10th Pass,38," 7,10,500 "," 70,000 "
