Candidate,Party,Criminal Cases,Education,Age,Total Assets,Liabilities
C. Kadambur Raju    ,AIADMK,0,12th Pass,56," 94,16,700 "," 4,05,500 "
A.subramanian,DMK,0,5th Pass,50," 85,91,196 "," 8,77,860 "
G. Ramachandiran,Pattali Makkal Katchi, 3 ,Post Graduate,44," 36,31,708 "," 11,88,000 "
S. Seetharaman,IND,0,10th Pass,66," 31,23,000 "," 4,00,000 "
Vinayaka Ramesh,Marumalarchi Dravida Munnetra Kazhagam, 1 ,Graduate,52," 3,15,99,793 "," 13,67,280 "
