Candidate,Party,Criminal Cases,Education,Age,Total Assets,Liabilities
Austin. S    ,DMK,0,Post Graduate,57," 1,28,89,858 "," 11,99,820 "
Aathilinga Perumal. D,DMDK, 1 ,8th Pass,44," 2,06,07,456 "," 58,39,389 "
Balasubramaniam. V,Naam Tamilar Katchi,0,Graduate,69," 1,59,000 ", 0 
Hilman Bruce Edwin,Pattali Makkal Katchi,0,10th Pass,51," 95,55,000 "," 15,25,000 "
Johnson. D,IND,0,10th Pass,43," 2,33,608 ", 0 
Kumaresan. T,IND,0,8th Pass,50," 2,89,711 "," 52,000 "
Meena Dev. M,BJP,0,Graduate,45," 7,51,97,015 ", 0 
Rajesh Kannan. S,Gandhiya Makkal Iyakkam,0,Graduate Professional,40," 32,60,429 "," 3,95,548 "
Sankara Rama Murthy. P,BSP,0,Others,39," 34,56,500 "," 5,50,600 "
