Candidate,Party,Criminal Cases,Education,Age,Total Assets,Liabilities
Chezhiaan.govi    ,DMK,0,Doctorate,50," 34,98,449 "," 75,258 "
Madahaiyan.r.s,Pattali Makkal Katchi,0,Graduate,55," 1,38,25,227 "," 18,70,333 "
Madhan A.,BSP, 1 ,Illiterate,46," 3,56,896 ", 0 
Settu.u,AIADMK, 1 ,Graduate,51," 12,06,504 ", 0 
Vasudevan.s,BJP,0,10th Pass,47," 3,01,100 "," 75,000 "
Vivekanandan S.,Viduthalai Chiruthaigal Katchi, 3 ,Graduate Professional,45," 22,61,376 "," 5,00,000 "
