Candidate,Party,Criminal Cases,Education,Age,Total Assets,Liabilities
Selvamohandas Pandian S    ,AIADMK,0,Others,46," 2,64,66,380 "," 1,03,34,123 "
Periya Durai.p,AIFB,0,5th Pass,45," 9,41,000 ", 0 
Selvi B,BJP,0,Graduate,27," 9,53,674 "," 1,40,000 "
