Candidate,Party,Criminal Cases,Education,Age,Total Assets,Liabilities
Kamaraj Natesan,Pattali Makkal Katchi,0,Post Graduate,43," 2,32,02,751 "," 5,71,698 "
Kannan Alias S.devaraj,BJP,0,12th Pass,46," 2,91,97,245 "," 1,20,000 "
"Murugan, P.",DMDK, 1 ,5th Pass,54," 3,35,60,124 ", 0 
S.meenalogu,DMK, 8 ,Post Graduate,42," 2,67,31,767 "," 90,87,253 "
