Candidate,Party,Criminal Cases,Education,Age,Total Assets,Liabilities
S.pugazhenthi    ,DMK, 4 ,Post Graduate,44," 43,08,619 "," 7,12,785 "
A.adhikesavan,Pattali Makkal Katchi,0,10th Pass,62," 1,11,59,349 "," 10,50,000 "
B.vetriselvam,Naam Tamilar Katchi,0,5th Pass,27," 1,07,000 "," 35,000 "
C.anandan,All India Pattali Munnetra Katchi,0,8th Pass,36," 1,23,290 ", 0 
Thamizharasan.c.k,AIADMK,0,Doctorate,63," 3,21,37,561 "," 2,32,800 "
Thennarasu.m,DMDK,0,Graduate,43," 77,71,000 ", 0 
