Candidate,Party,Criminal Cases,Education,Age,Total Assets,Liabilities
Moorthy P    ,DMK,0,12th Pass,57," 3,38,06,103 "," 15,51,198 "
Alaguraja,Pattali Makkal Katchi,0,10th Pass,34," 1,85,000 ", 0 
"Kalithasan, P.",CPI,0,Post Graduate,63," 2,15,62,384 "," 2,15,000 "
P Pandi,AIADMK,0,Graduate,67," 4,48,89,173 ", 0 
Suseendran M,BJP, 1 ,5th Pass,42," 36,16,000 "," 10,00,000 "
