Candidate,Party,Criminal Cases,Education,Age,Total Assets,Liabilities
Ganesh R    ,INC,0,Post Graduate,53," 61,88,584 "," 8,71,485 "
Balraj M,Pattali Makkal Katchi,0,Graduate Professional,50," 36,69,000 "," 1,25,000 "
King Narcissus K,DMDK,0,Post Graduate,61," 1,83,55,000 "," 9,00,000 "
Raman J,BJP,0,Graduate,63," 62,51,478 "," 32,62,000 "
Subramani N,Gandhiya Makkal Iyakkam,0,Graduate Professional,58," 2,07,75,673 "," 1,00,000 "
Vinoth,AIADMK, 4 ,12th Pass,33," 37,78,306 "," 13,20,000 "
