Candidate,Party,Criminal Cases,Education,Age,Total Assets,Liabilities
Vijeyakumar K N    ,AIADMK,0,5th Pass,59," 1,40,39,623 "," 34,00,000 "
Saminathan M P,DMK,0,Graduate,52," 8,52,23,418 "," 40,82,974 "
Subramaniam M,Pattali Makkal Katchi,0,10th Pass,44," 25,33,057 ", 0 
Subramanian.m,CPI,0,10th Pass,59," 2,80,16,159 ", 0 
