Candidate,Party,Criminal Cases,Education,Age,Total Assets,Liabilities
Sudharsanam S    ,DMK,0,Post Graduate,57," 31,97,57,996 "," 3,16,36,161 "
Dhakshnamoorthy D,AIADMK,0,Graduate,41," 2,14,05,883 ", 0 
Eraviraj G,Pattali Makkal Katchi,0,Graduate,51," 1,64,18,436 ", 0 
Gopi M,Youth And Students Party,0,12th Pass,37," 17,70,000 ", 0 
Janakiraman R M R,BJP,0,Graduate,60," 65,77,500 "," 84,034 "
Kannan A S,CPI,0,10th Pass,74," 3,05,11,600 "," 16,00,000 "
Nagaraj S,IND,0,8th Pass,33," 44,000 ", 0 
Satheesh S,IND,0,10th Pass,31," 3,52,000 ", 0 
Vinothkumar P,The Future India Party,0,Post Graduate,31," 7,04,000 ", 0 
