Candidate,Party,Criminal Cases,Education,Age,Total Assets,Liabilities
Inbasekaran P.n.p.    ,DMK,0,Post Graduate,32," 4,02,08,630 "," 61,03,959 "
Anbumani R,Pattali Makkal Katchi, 9 ,Graduate Professional,47," 33,71,14,571 "," 3,95,42,468 "
Malliga M,BSP,0,5th Pass,38," 8,13,694 ", 0 
Munusamy K.p,AIADMK,0,Graduate Professional,63," 1,27,13,576 ", 0 
Nanjappan N,CPI,0,Graduate,66," 10,60,000 "," 1,00,000 "
Sivakumar. G,Naam Tamilar Katchi,0,12th Pass,33," 19,67,200 "," 7,50,000 "
